x,y,z,value,magnitude,label
386,131,219,-132.0,19.22888452302941,background
426,238,314,54.0,18.560711193270585,liver
225,260,306,50.0,14.168627315304754,liver
446,221,254,75.0,26.443335644354704,liver
344,220,287,84.0,41.69832130913665,liver
363,229,316,52.0,27.667670664513846,liver
257,145,268,150.0,53.87717513010496,background
399,250,264,86.0,22.901964981197573,liver
387,160,304,33.0,12.328828005937952,liver
235,346,223,-155.0,148.89257872708095,background
398,232,271,24.0,29.53811097548386,liver
248,340,306,42.0,36.92221553482402,liver
335,324,271,59.0,37.473323845103465,liver
367,329,320,19.0,84.5872330792301,liver
372,310,323,87.0,13.80217374184226,liver
292,259,271,20.0,47.69171835864168,background
370,153,249,94.0,27.613402542968153,liver
296,214,299,82.0,9.460443964212251,liver
350,325,315,91.0,45.612498287201944,liver
430,245,283,78.0,27.367864366808018,liver
239,179,277,104.0,54.52522352086234,background
431,326,299,53.0,24.733580412063272,background
353,288,304,119.0,51.77354536826699,liver
323,330,320,62.0,17.839562774911272,liver
324,165,238,109.0,19.60867155112758,background
319,340,253,5.0,108.98738459106173,background
362,327,239,-185.0,71.6362338485211,background
443,202,270,89.0,14.585952145814822,liver
283,345,259,69.0,55.915114235777075,liver
399,333,277,64.0,14.247806848775006,liver
373,201,274,75.0,31.26099806468117,liver
390,172,276,101.0,15.787653403846944,liver
400,355,255,-7.0,50.28170641495772,background
415,224,271,80.0,6.304760106459246,liver
333,246,273,144.0,38.49025850783546,liver
234,266,299,132.0,28.38133189263675,liver
237,128,252,463.0,85.51315688243535,background
315,180,296,98.0,32.01952529317073,liver
227,323,313,81.0,14.807092894960848,liver
317,215,311,40.0,11.324751652906125,liver
235,270,317,69.0,34.15406271587613,liver
206,344,299,58.0,46.90948731333567,liver
436,273,317,-728.0,49.60594722409804,background
326,198,293,104.0,51.07347648241698,liver
406,283,292,113.0,56.35822921277779,liver
220,310,302,109.0,37.01013374739411,liver
387,204,323,65.0,112.4199715353104,liver
387,359,305,113.0,60.67948582511226,background
283,315,278,115.0,30.393255830858266,liver
420,257,263,36.0,25.705057868053906,liver
426,198,312,68.0,32.74904578762563,liver
220,344,302,98.0,28.38133189263675,liver
199,123,267,22.0,64.1482657598785,background
269,289,317,85.0,19.461500456028563,liver
337,242,316,69.0,17.161002301730512,liver
389,281,293,61.0,55.44817400059266,liver
326,302,295,139.0,17.71298958391835,liver
406,255,313,72.0,6.442049363362563,liver
317,218,315,42.0,10.27131929208707,liver
384,180,307,59.0,16.867127793433,liver
425,226,270,88.0,34.713109915419565,liver
359,319,312,74.0,19.665960439297137,liver
345,326,285,105.0,34.15406271587613,liver
394,248,321,51.0,15.016657417681207,liver
271,177,300,-793.0,86.89792862893799,background
384,365,258,-106.0,47.22816956012587,background
201,255,314,83.0,41.09136162260871,liver
377,352,312,-832.0,2.6457513110645907,background
426,181,281,30.0,18.411952639521967,liver
192,271,293,-110.0,54.389796837274545,background
431,226,264,88.0,53.800557617928085,liver
235,323,315,74.0,44.68221122549778,liver
333,315,302,26.0,22.03973684053419,liver
291,214,307,86.0,17.109938632268673,liver
211,272,248,-72.0,72.70660217614353,background
192,292,315,124.0,20.112185361118765,liver
376,243,327,55.0,21.94880406764797,liver
292,259,322,65.0,30.610455730027933,liver
409,317,270,86.0,18.33712082089225,liver
367,265,263,93.0,27.115493725912497,liver
396,296,266,110.0,50.65570056765576,liver
304,357,302,87.0,33.77499074759311,liver
323,321,281,92.0,16.023420358962067,liver
301,249,227,135.0,41.52408939398912,background
257,346,299,104.0,28.591956910991595,liver
214,336,245,-135.0,34.73110997362451,background
361,367,275,82.0,40.28957681584655,liver
369,226,291,144.0,24.41823089414956,liver
245,227,243,-18.0,27.892651361962706,background
359,352,308,23.0,23.65903632864196,liver
374,272,321,69.0,20.273134932713294,liver
355,181,294,86.0,21.106870919205434,liver
305,179,301,66.0,18.540496217739157,liver
386,294,277,86.0,37.61980861195336,liver
232,336,306,66.0,41.98809355043403,liver
433,240,310,59.0,28.513154858766505,liver
365,325,223,-98.0,30.02082610455615,background
380,251,325,73.0,16.822603841260722,liver
327,250,323,60.0,19.222382786741086,liver
221,238,279,11.0,31.468237955119125,background
396,154,269,119.0,20.334699407662754,liver
328,243,323,90.0,12.698425099200294,liver
339,361,285,83.0,18.411952639521967,liver
365,258,278,75.0,45.50824101193101,liver
360,253,319,74.0,34.132096331752024,liver
224,363,296,80.0,38.787884706438945,liver
190,361,326,111.0,36.585516259853435,background
427,286,303,70.0,10.688779163215974,liver
336,236,326,26.0,9.899494936611665,liver
312,189,290,117.0,21.93171219946131,liver
435,173,294,64.0,20.223748416156685,liver
252,239,293,69.0,19.924858845171276,liver
248,186,322,57.0,26.105554964413226,background
423,371,316,-114.0,7.937253933193772,background
235,355,327,52.0,28.631276604440817,background
339,329,284,36.0,29.690065678607045,liver
305,218,313,52.0,21.38924963620744,liver
243,304,318,64.0,52.929197991278876,liver
306,343,302,89.0,5.408326913195984,liver
392,193,315,73.0,19.04599695474091,liver
300,320,294,100.0,49.160451584581686,liver
368,234,264,51.0,37.897889123274396,liver
373,212,256,122.0,11.302654555457314,liver
345,213,298,68.0,26.358110706194402,liver
287,356,283,59.0,20.09353129741012,liver
453,202,264,36.0,37.795502377928514,background
331,187,288,87.0,38.91978931083774,liver
433,268,312,62.0,25.748786379167466,liver
355,175,266,83.0,39.92492955535426,liver
374,369,300,88.0,46.57520799738848,background
391,333,305,54.0,26.272609310839304,liver
367,270,276,95.0,77.0551750371122,liver
430,292,240,127.0,17.370952766040208,liver
413,318,302,66.0,38.89408695418881,liver
405,139,256,59.0,23.61143790623519,liver
402,247,286,101.0,50.71981861166304,liver
329,178,326,-815.0,22.68259244442751,background
241,245,312,62.0,41.7492514902962,liver
211,249,311,4.0,7.810249675906654,liver
350,236,256,96.0,27.65863337187866,liver
397,277,287,81.0,21.811694111187236,liver
337,321,277,130.0,10.283481900601567,liver
258,306,314,84.0,26.575364531836623,liver
344,167,277,95.0,23.701265788982663,liver
307,281,282,97.0,34.93923296238771,liver
265,328,286,110.0,49.764445139074944,liver
309,314,302,74.0,38.66522985836241,liver
243,269,306,64.0,26.057628441590765,liver
448,148,247,-138.0,37.339657202497186,background
294,360,306,87.0,19.82422760159901,liver
277,321,303,76.0,20.93442141545832,liver
268,340,252,80.0,25.632011235952593,liver
386,283,287,73.0,29.103264421710495,liver
284,356,275,66.0,53.24706564685044,liver
323,282,319,70.0,24.66779276708802,liver
389,289,264,72.0,28.87472943596182,liver
431,238,252,58.0,40.308187753854675,liver
354,369,266,47.0,62.77539326838184,background
356,307,277,92.0,19.525624189766635,liver
436,239,294,80.0,48.731406710662476,liver
390,261,288,64.0,37.47999466382032,liver
382,272,297,48.0,19.43579172557681,liver
371,225,322,62.0,20.566963801203133,liver
349,323,310,108.0,19.0,liver
309,271,306,62.0,25.583197610932064,liver
373,329,270,99.0,13.892443989449804,liver
242,309,288,61.0,29.03446228191595,liver
376,359,278,46.0,30.826125283596703,liver
389,277,316,48.0,22.638462845343543,liver
382,225,287,80.0,27.445400343226915,liver
391,197,265,111.0,48.171568378038096,liver
303,198,283,56.0,16.32482771731451,liver
378,305,315,65.0,30.569592735265545,liver
407,290,286,37.0,15.56438241627338,liver
284,347,246,-148.0,48.79036790187178,background
378,215,231,-119.0,25.826343140289914,background
268,341,269,89.0,20.20519735117675,liver
400,305,292,95.0,27.681221071332818,liver
430,235,248,48.0,12.093386622447824,liver
258,367,322,-137.0,29.295904150580505,background
349,358,287,97.0,47.16460537309732,liver
362,199,299,100.0,20.946360065653412,liver
330,362,272,-60.0,59.55669567731239,background
368,355,316,-834.0,16.263455967290593,background
274,220,226,-51.0,21.563858652847824,background
283,306,303,86.0,31.610915836147488,liver
383,248,244,89.0,38.73306081372863,liver
202,277,305,0.0,40.65095324835569,liver
444,204,228,43.0,17.066048165876012,background
403,248,287,87.0,24.758836806279895,liver
350,249,328,42.0,27.730849247724095,liver
406,369,249,-91.0,5.830951894845301,background
419,235,260,66.0,45.5411901469428,liver
408,307,305,66.0,25.811818998280614,liver
292,298,229,11.0,68.4470598345904,background
417,221,297,73.0,31.34884367883447,liver
397,268,256,80.0,24.21776207662467,liver
422,311,243,84.0,27.95979256003163,liver
435,143,294,-30.0,109.79526401443735,background
434,337,291,26.0,57.7148161220323,background
196,316,318,81.0,44.799553569204235,liver
401,251,284,90.0,23.33452377915607,liver
391,157,281,69.0,27.390691849604675,liver
285,294,228,-203.0,45.97281805589037,background
415,297,307,76.0,18.398369492974098,liver
302,315,320,71.0,35.26683994916471,liver
343,180,290,107.0,77.47418925035615,liver
295,288,313,81.0,45.09711742450952,liver
327,277,290,96.0,51.80974811751163,liver
225,252,294,-76.0,40.948137930802176,background
420,133,221,-101.0,18.303005217723125,background
288,295,318,70.0,45.39823785126467,liver
245,247,298,94.0,26.874709300753377,liver
244,268,315,64.0,35.79455265819088,liver
347,179,291,138.0,37.155080406318596,liver
400,203,254,57.0,70.35090617753264,liver
305,333,291,75.0,30.35210042155238,liver
235,142,306,141.0,19.60229578391266,background
375,163,251,66.0,24.228082879171435,liver
296,152,323,-817.0,17.585505395068974,background
384,243,250,71.0,32.16364407215078,liver
200,136,273,-88.0,23.8589605808803,background
399,207,280,108.0,36.47601951967895,liver
406,306,247,68.0,37.8021163428716,liver
209,148,235,38.0,37.64306044943742,background
437,198,279,115.0,23.811761799581316,liver
290,304,286,128.0,47.31543088676251,liver
290,255,289,89.0,21.644860821913362,liver
291,203,303,91.0,21.834605560898048,liver
259,278,307,52.0,23.806511714234826,liver
370,156,259,86.0,44.99444410146657,liver
313,235,270,68.0,48.654393429576324,liver
351,178,272,87.0,26.424420523447623,liver
220,328,328,112.0,15.297058540778355,background
388,233,303,76.0,50.5791459002621,liver
379,340,280,54.0,22.940139493908923,liver
321,312,289,62.0,49.53281740422202,liver
419,272,231,61.0,39.84971769034255,liver
208,219,248,73.0,75.96380717157349,background
331,354,313,111.0,21.54646142641524,liver
319,177,277,58.0,18.580904176062045,liver
299,311,322,104.0,14.45683229480096,liver
353,348,262,77.0,53.72150407425317,liver
347,189,309,57.0,6.264982043070834,liver
426,255,260,100.0,24.66272491027705,liver
441,238,222,-131.0,9.848857801796104,background
443,256,277,81.0,26.79085664923763,liver
320,239,304,50.0,20.573040611440984,liver
429,127,274,-83.0,45.63715591489023,background
413,218,229,42.0,26.315394733881533,liver
320,303,276,60.0,24.325912110340283,liver
429,246,241,86.0,15.173990905493518,liver
310,219,301,112.0,18.741664813991314,liver
215,343,292,36.0,20.603397778036516,liver
310,301,278,108.0,14.933184523068078,liver
264,246,300,92.0,15.976545308670458,liver
403,213,243,127.0,61.11669166438903,liver
432,153,321,-7.0,101.07917688624102,background
365,346,296,100.0,13.162446581088183,liver
244,263,297,58.0,42.54115654281157,liver
333,305,321,105.0,13.45362404707371,liver
431,265,229,58.0,59.90826320300064,liver
428,190,222,21.0,24.804233509624925,background
431,202,278,99.0,26.396022427631024,liver
289,347,281,89.0,19.29378138157474,liver
454,257,314,442.0,300.9871259705305,background
250,255,316,89.0,35.37301231164798,liver
445,226,266,45.0,31.04834939252005,liver
209,196,290,-96.0,45.24378410345447,background
359,121,284,-776.0,59.02541825349483,background
228,298,306,61.0,21.9260119492807,liver
384,333,314,26.0,49.854789138055736,liver
375,208,274,113.0,44.45784520194383,liver
385,280,248,68.0,13.313526955694348,liver
311,370,279,52.0,54.29779001027574,liver
377,225,299,72.0,34.88552708502482,liver
296,367,240,51.0,17.10263137648707,background
298,144,257,-120.0,29.740544715926102,background
443,181,324,-52.0,64.86909896090742,background
412,204,227,91.0,27.622454633866266,liver
227,247,288,-72.0,108.4884786509609,background
420,166,279,97.0,29.03446228191595,liver
304,177,283,78.0,64.07417576528005,liver
376,281,307,53.0,26.706740722147284,liver
373,135,272,83.0,29.444863728670914,liver
280,236,321,81.0,29.21900066737396,liver
298,261,284,75.0,74.00844546401444,liver
329,275,323,82.0,17.014699527173555,liver
307,144,255,-110.0,33.80828300875393,background
303,269,328,60.0,20.60946384552495,liver
401,149,288,47.0,38.39270764090493,liver
310,204,278,106.0,15.716233645501712,liver
276,250,316,83.0,12.509996003196804,liver
192,166,233,-44.0,133.62821558338644,background
359,237,261,128.0,55.122590650295095,liver
374,163,284,79.0,24.08318915758459,liver
338,242,275,81.0,32.74904578762563,liver
262,370,252,61.0,15.692354826475215,background
392,166,235,80.0,39.223717314910374,liver
361,254,272,51.0,23.743420141167533,liver
420,178,269,127.0,29.698484809834994,liver
377,154,255,76.0,21.68524844220144,liver
402,174,269,79.0,29.30870177950569,liver
305,305,283,90.0,21.742814905158898,liver
359,322,265,94.0,15.435349040433131,liver
343,152,266,61.0,33.97793401606401,liver
414,316,300,102.0,35.52112047782277,liver
332,168,295,146.0,8.760707733967616,liver
321,226,221,10.0,41.100486615124154,background
297,356,281,123.0,58.22800013739094,liver
283,193,311,-796.0,17.4928556845359,background
367,240,328,53.0,16.332482971061076,liver
414,189,293,107.0,28.61817604250837,liver
412,259,289,86.0,9.578622030334008,liver
403,317,279,103.0,6.304760106459246,liver
410,162,286,99.0,15.771810295587505,liver
366,286,251,43.0,19.059118552545918,background
410,226,265,117.0,33.896902513356586,liver
433,263,306,48.0,11.0,liver
273,227,305,92.0,29.979159427842536,liver
403,194,230,120.0,70.44678842928185,liver
218,334,298,76.0,9.246621004453464,liver
426,234,268,108.0,27.143139096279928,liver
428,218,245,79.0,31.71356176779896,liver
189,325,268,-92.0,200.74050413406857,background
277,339,301,120.0,28.182441342083905,liver
307,228,273,63.0,19.30673457630782,liver
390,151,233,175.0,183.14816406396216,background
289,216,306,59.0,30.20761493398643,liver
360,251,327,68.0,30.095680753224375,liver
414,264,293,106.0,41.04570623098109,liver
293,326,296,119.0,31.32491021535417,liver
415,237,283,120.0,27.81186797034676,liver
451,209,265,113.0,16.777961735562517,background
346,169,321,-787.0,18.801595676963167,background
445,224,267,103.0,34.132096331752024,liver
203,302,311,60.0,19.81161275615895,liver
279,270,297,122.0,30.26962173533062,liver
392,339,278,59.0,24.58149710656371,liver
408,297,308,77.0,16.948451256678293,liver
373,200,311,80.0,22.76510487566442,liver
358,202,218,84.0,18.887826767524103,background
365,185,256,59.0,33.529837458597974,liver
267,323,281,72.0,30.215889859476256,liver
349,192,318,60.0,24.974987487484352,liver
447,194,281,99.0,28.622543562723422,liver
276,311,292,51.0,6.96419413859206,liver
368,234,264,51.0,37.897889123274396,liver
342,227,273,87.0,23.753947040439407,liver
261,308,304,78.0,13.435028842544403,liver
258,327,269,78.0,26.68332812825267,liver
225,266,304,105.0,63.42318188170631,liver
361,189,269,103.0,30.708305065568176,liver
376,232,247,81.0,41.08223460329294,liver
365,175,267,78.0,22.147234590350102,liver
299,319,271,84.0,18.452642087245934,liver
288,190,321,-836.0,36.66401505563732,background
380,245,273,120.0,22.511108368980857,liver
368,222,253,66.0,26.921181251943608,liver
305,311,295,101.0,28.59632843565761,liver
365,321,279,105.0,43.649169522454834,liver
192,243,277,43.0,24.879710609249457,background
344,234,234,122.0,49.80461825975579,background
330,268,288,140.0,61.25153059312069,liver
326,351,288,79.0,19.085334683992315,liver
369,185,283,77.0,50.306560208386344,liver
390,201,253,98.0,34.48187929913333,liver
270,338,315,82.0,20.03746490951388,liver
445,177,248,-114.0,33.51119216023208,background
425,191,256,69.0,23.895606290697042,liver
426,261,271,75.0,27.244265451650556,liver
364,285,310,86.0,38.535697735995385,liver
311,229,279,66.0,16.484841521834536,liver
458,337,266,-88.0,24.279621084357967,background
337,175,267,90.0,36.81372026839993,liver
349,289,244,-23.0,39.74921382870358,background
324,165,311,-770.0,19.28730152198591,background
424,286,283,112.0,13.285330255586423,liver
401,358,301,29.0,15.116216457830975,background
272,175,296,-656.0,243.4224722575958,background
262,356,321,-99.0,26.057628441590765,background
313,266,322,115.0,13.124404748406688,liver
300,252,299,53.0,37.9242666376029,liver
369,221,316,18.0,23.706539182259394,liver
369,201,314,103.0,33.20767983464066,liver
307,214,285,68.0,25.821502667350714,liver
321,354,320,55.0,30.870698080866262,liver
393,224,321,64.0,16.889345754054535,liver
223,365,301,25.0,64.6297145282261,liver
445,200,280,72.0,42.60281680828159,liver
346,296,283,86.0,30.315012782448235,liver
234,321,294,92.0,45.54667935206693,liver
407,303,303,121.0,26.410225292488512,liver
350,271,296,113.0,31.072495876578696,liver
433,194,243,-100.0,14.044571905188139,background
359,279,307,111.0,40.2119385257662,liver
215,251,313,59.0,20.223748416156685,liver
191,283,275,73.0,36.124783736376884,background
388,227,241,54.0,19.364916731037084,liver
423,172,269,35.0,22.237355957937087,liver
276,225,321,-499.0,278.92113580723856,background
272,197,314,-783.0,45.59056920021947,background
276,331,265,81.0,50.47028828924994,liver
402,199,294,34.0,36.235341863986875,liver
355,128,276,63.0,35.195880440756135,liver
360,252,302,87.0,33.2490601370926,liver
319,281,315,139.0,33.65263734092768,liver
339,176,271,96.0,14.430869689661812,liver
416,179,265,66.0,51.20058593414728,liver
188,220,226,-96.0,34.34020966738555,background
386,281,257,88.0,21.94310825749169,liver
350,340,282,89.0,44.78560036440284,liver
221,204,297,-58.0,58.46152580971523,background
440,355,293,-122.0,11.683321445547923,background
282,333,309,101.0,10.331989159885913,liver
415,287,269,95.0,26.28687885618983,liver
410,230,240,81.0,38.94547470502831,liver
259,256,297,107.0,22.5,liver
369,332,285,107.0,14.933184523068078,liver
303,205,304,86.0,15.508062419270823,liver
425,245,305,27.0,55.481979056266546,liver
261,303,324,67.0,19.621416870348583,liver
285,225,290,21.0,19.371370627810517,liver
206,347,275,-987.0,22.776083947860748,background
284,339,252,24.0,16.25576820700886,liver
406,174,287,118.0,28.965496715920477,liver
305,312,221,-79.0,35.759614091877445,background
412,251,301,101.0,30.487702438852292,liver
376,313,285,102.0,75.76773719730582,liver
312,318,292,32.0,13.228756555322953,liver
241,173,278,52.0,39.041644432579936,background
410,162,222,-36.0,33.331666624997915,background
404,182,243,97.0,28.231188426986208,liver
256,319,279,39.0,31.024184114977142,liver
304,195,326,-794.0,109.80323310358398,background
339,188,309,76.0,48.73397172404482,liver
218,298,313,84.0,13.6106575888162,liver
449,277,220,-21.0,31.276988346066826,background
311,212,302,52.0,21.517434791350013,liver
353,212,265,71.0,10.618380290797651,liver
253,288,293,114.0,26.58477007611689,liver
374,177,305,46.0,13.765899897936205,liver
455,297,235,-116.0,34.597687784012386,background
281,304,320,78.0,15.264337522473747,liver
388,194,288,61.0,33.71943060017473,liver
431,322,285,48.0,62.83709095749102,background
429,211,273,96.0,50.002499937503124,liver
384,130,255,104.0,38.72983346207417,liver
350,159,257,-116.0,52.929197991278876,background
388,142,265,112.0,50.32395056034453,liver
339,121,322,-798.0,60.36348233824818,background
366,193,219,110.0,24.78406746278746,background
372,214,280,148.0,29.487285395573462,liver
443,360,241,-111.0,21.18372016431486,background
389,241,297,75.0,26.556543449779003,liver
414,202,298,95.0,38.787884706438945,liver
265,238,299,60.0,25.695330315059195,liver
248,332,266,77.0,29.690065678607045,liver
440,253,244,83.0,26.301140659674818,background
190,300,313,67.0,31.244999599935987,liver
194,310,231,-16.0,99.72462083156798,background
235,352,250,-88.0,27.83882181415011,background
379,250,302,79.0,21.93171219946131,liver
430,203,276,82.0,26.580067720004024,liver
293,187,279,16.0,27.51363298439521,liver
410,217,274,59.0,30.789608636681304,liver
426,358,228,-129.0,28.666182166448326,background
265,161,256,131.0,66.79258940930498,background
283,315,275,98.0,16.08570794214541,liver
272,262,301,93.0,14.933184523068078,liver
213,320,315,71.0,29.478805945967352,liver
368,336,262,73.0,61.31680030790909,liver
397,144,227,-39.0,26.814175355583846,background
200,231,256,-85.0,55.616993805850385,background
377,145,257,73.0,21.93171219946131,liver
230,366,243,-101.0,8.902246907382429,background
221,185,325,-767.0,25.79244075305786,background
350,336,300,49.0,39.14396505209967,liver
375,348,268,76.0,28.293108701590217,liver
447,259,298,107.0,35.415392133929565,liver
259,320,253,-139.0,35.54222840509582,background
328,334,320,68.0,18.75499933351105,liver
336,333,312,59.0,19.352002480363627,liver
309,170,295,103.0,26.30589287593181,liver
408,307,264,105.0,37.322915213043046,liver
337,209,296,48.0,28.583211855912904,liver
405,335,318,-440.0,321.0144077763489,background
339,266,284,33.0,36.42114770294862,liver
287,288,251,-110.0,56.32938842203065,background
214,290,305,110.0,43.22614949310197,liver
207,185,273,75.0,29.231831964486933,background
269,347,279,87.0,20.65187642806338,liver
413,212,260,79.0,32.615180514600866,liver
359,359,305,-2.0,15.46770829825802,liver
331,260,309,132.0,41.49397546632523,liver
315,321,288,79.0,44.07663780280887,liver
280,172,247,34.0,62.185207244167,background
321,354,295,66.0,32.668792447839266,liver
211,336,287,-724.0,203.11203804796997,background
375,326,291,78.0,20.359273071502333,liver
426,293,257,89.0,44.93328387732194,liver
249,255,310,114.0,60.81323869027204,liver
235,247,300,7.0,41.79712908801273,liver
301,288,262,-34.0,38.39270764090493,background
359,262,301,42.0,18.289341158171883,liver
349,296,263,32.0,21.61018278497431,liver
430,156,313,-240.0,348.11384632042433,background
352,291,273,100.0,23.47871376374779,liver
447,257,287,84.0,12.227019260637483,liver
279,301,281,92.0,57.09422037299397,liver
335,207,314,105.0,43.471254870316315,liver
341,311,300,73.0,38.19685850956856,liver
380,201,322,76.0,46.20876540224809,liver
418,154,290,38.0,17.449928366615147,liver
224,355,292,74.0,40.01249804748511,liver
361,313,269,69.0,26.58477007611689,liver
415,178,255,69.0,16.507574019219177,liver
395,306,255,61.0,42.638011210655684,liver
363,286,303,94.0,16.178689687363438,liver
262,244,319,57.0,33.76758800980609,liver
424,263,261,100.0,42.47940677551889,liver
271,252,302,33.0,21.834605560898048,liver
365,146,266,131.0,21.563858652847824,liver
325,179,248,82.0,55.9084072389833,background
349,203,297,80.0,29.647934160747187,liver
335,227,265,94.0,17.89553016817328,liver
309,315,313,56.0,22.83637449333847,liver
308,164,242,82.0,19.761072845369505,background
216,312,308,94.0,20.796634343085422,liver
283,331,260,76.0,29.816103031751148,liver
313,194,299,75.0,22.956480566497994,liver
405,254,242,81.0,19.50640920313116,liver
335,155,296,74.0,16.140012391568973,liver
270,297,228,11.0,30.903074280724887,background
310,209,275,96.0,30.1951982937685,liver
447,197,328,347.0,278.68351225000737,background
297,350,265,75.0,19.792675412889487,liver
423,232,230,127.0,75.06663706334525,liver
367,248,299,64.0,29.244657631779518,liver
305,330,324,72.0,13.388427838995884,liver
328,323,287,61.0,30.683871985132516,liver
422,242,279,47.0,35.85387008399512,liver
413,252,298,123.0,44.83581157958446,liver
207,331,321,58.0,30.732718721258617,background
415,168,276,70.0,28.735866091002023,liver
309,249,322,60.0,31.960913628993776,liver
381,321,283,71.0,33.11721606657178,liver
241,315,311,63.0,52.14403129793476,liver
321,194,313,57.0,24.86463351831271,liver
332,197,317,38.0,7.697402159170326,liver
413,227,276,80.0,34.698703145794944,liver
282,320,309,63.0,38.154292025930715,liver
302,341,252,104.0,27.54995462791182,liver
358,318,291,97.0,19.84313483298443,liver
386,162,270,102.0,29.75315109362368,liver
364,150,297,61.0,23.42007685726074,liver
248,168,229,92.0,178.83232370016333,background
226,361,311,19.0,15.247950681976906,liver
388,358,296,54.0,26.158172719056658,background
417,227,278,83.0,31.024184114977142,liver
263,237,326,102.0,12.922847983320086,liver
437,124,293,-114.0,14.857657958103626,background
285,230,308,56.0,26.301140659674818,liver
307,354,289,87.0,33.712015662075146,liver
341,316,322,73.0,14.0,liver
325,368,303,70.0,12.379418403139947,liver
342,375,261,55.0,50.99509780361246,background
317,339,218,-89.0,29.78674201721296,background
400,267,322,68.0,26.589471600616662,liver
370,260,259,135.0,26.248809496813376,liver
400,252,239,75.0,16.294170736800325,liver
368,328,272,122.0,29.841246622753548,liver
300,363,289,119.0,34.43472084974699,liver
407,195,298,81.0,20.74849392124643,liver
190,364,269,-123.0,32.27615218702502,background
240,323,241,35.0,30.120590963658067,background
382,168,284,42.0,33.67862823809782,liver
221,152,327,-790.0,39.83716857408418,background
411,329,286,42.0,16.34013463836819,liver
383,184,317,55.0,90.84327162756745,liver
429,269,267,70.0,35.668613654023616,liver
340,242,232,146.0,71.4177848998413,background
337,155,291,34.0,23.701265788982663,liver
313,340,276,94.0,23.837994882120434,liver
366,264,316,67.0,50.872389367907616,liver
246,185,220,180.0,144.57005222382676,background
312,367,299,74.0,22.4610774452162,liver
366,343,267,87.0,13.360389215887388,liver
414,277,292,24.0,24.8746859276655,liver
415,313,266,78.0,41.69532347877877,liver
287,238,299,123.0,35.22782990761707,liver
348,318,318,49.0,12.5,liver
363,230,254,69.0,53.476630409927665,liver
425,258,265,72.0,34.307433596816885,liver
304,314,326,68.0,12.349089035228468,liver
257,272,268,71.0,21.540659228538015,background
342,301,277,63.0,29.546573405388315,liver
424,256,257,89.0,18.788294228055936,liver
205,298,256,-99.0,64.97307134498107,background
388,205,313,40.0,22.5,liver
415,181,259,101.0,6.103277807866851,liver
