x,y,z,value,magnitude,label
304,161,175,42.0,22.371857321197094,background
325,319,277,117.0,21.563858652847824,liver
210,139,205,21.0,28.434134416225863,background
374,211,269,71.0,19.862024066041204,liver
380,137,235,119.0,16.332482971061076,liver
363,324,241,94.0,12.796483892069727,liver
296,271,277,92.0,30.773365106858236,liver
379,231,230,144.0,14.594519519326424,liver
227,257,248,97.0,32.737593069741706,background
413,282,190,137.0,6.304760106459246,liver
354,358,267,144.0,11.20267825120404,liver
427,222,202,103.0,17.022044530549202,liver
350,357,257,113.0,17.233687939614086,liver
307,299,294,95.0,25.821502667350714,liver
294,329,250,122.0,15.835087622113116,liver
367,333,284,99.0,8.276472678623424,liver
417,181,246,91.0,8.2915619758885,liver
374,240,292,86.0,20.8746257451481,liver
417,227,248,137.0,22.102036105300343,liver
330,205,278,91.0,27.518175811634027,liver
398,268,194,131.0,22.46664193866097,liver
326,284,301,106.0,3.605551275463989,liver
306,288,266,120.0,18.193405398660254,liver
313,259,276,87.0,16.301840386901105,liver
454,181,236,47.0,29.24038303442689,background
374,262,238,94.0,25.04495957273639,liver
318,275,294,121.0,16.294170736800325,liver
346,331,236,107.0,9.937303457175895,liver
366,345,285,-677.0,430.2107041904002,background
311,173,241,-108.0,18.560711193270585,background
353,137,177,39.0,17.146428199482248,background
380,211,267,110.0,13.77497731395591,liver
305,287,273,136.0,22.282279955157193,liver
415,241,196,109.0,29.862183443278223,liver
328,213,232,142.0,30.0,liver
373,237,286,89.0,25.709920264364882,liver
293,256,188,59.0,24.63736998950984,background
407,299,274,109.0,22.522211259110417,liver
417,261,176,102.0,26.396022427631024,liver
321,264,290,79.0,22.197972880423112,liver
414,148,244,94.0,14.688430821568382,liver
209,318,301,121.0,11.521718621802913,liver
409,248,232,129.0,15.394804318340652,liver
422,167,234,128.0,13.481468762712764,liver
311,308,269,140.0,25.079872407968907,liver
404,300,213,128.0,13.285330255586423,liver
431,196,272,122.0,7.533259586659682,liver
376,253,229,128.0,16.484841521834536,liver
351,182,169,145.0,12.338962679253067,background
285,238,268,89.0,22.371857321197094,liver
409,129,268,-210.0,351.4978662808638,background
324,356,259,117.0,25.763346055976502,liver
389,236,272,141.0,15.524174696260024,liver
396,198,283,94.0,26.158172719056658,liver
305,332,248,108.0,13.665650368716449,liver
402,327,273,152.0,26.739483914241877,liver
256,295,284,115.0,17.72004514666935,liver
330,168,172,-91.0,21.348302040209195,background
355,233,300,124.0,18.993419913222578,liver
413,251,188,141.0,31.599050618649922,liver
396,278,239,149.0,15.668439615992398,liver
371,291,277,99.0,16.522711641858304,liver
249,166,263,130.0,65.85210702779372,background
282,300,248,98.0,36.718523935474316,background
238,240,297,86.0,45.51648053178101,liver
436,213,225,126.0,16.46207763315433,liver
240,248,288,91.0,15.532224567009067,liver
285,326,227,-98.0,28.78367592924851,background
394,160,267,101.0,7.123903424387503,liver
279,161,183,184.0,60.83584469702052,background
311,303,276,129.0,25.31304011769428,liver
323,360,282,70.0,14.857657958103626,background
323,231,183,2.0,56.55307241874662,background
297,246,260,128.0,49.86983055916673,liver
212,228,211,22.0,21.400934559032695,background
305,344,262,114.0,43.894760507377185,liver
382,321,233,127.0,9.733961166965893,liver
404,323,205,54.0,22.994564575133836,background
436,323,168,-1002.0,9.246621004453464,background
398,233,202,143.0,11.543396380615196,liver
396,295,292,112.0,14.474114826130128,liver
274,249,204,50.0,41.677331968349414,background
223,168,280,-10.0,24.591665254715874,background
412,248,202,124.0,15.572411502397436,liver
359,331,238,122.0,8.817596044274199,liver
382,220,290,91.0,14.13329402510257,liver
323,321,225,-105.0,37.5632799419859,background
367,285,251,135.0,15.329709716755891,liver
360,297,302,95.0,31.5,liver
340,195,254,105.0,13.583077707206124,liver
329,295,279,112.0,33.734255586866,liver
357,198,264,102.0,20.982135258357285,liver
334,314,276,113.0,33.826764551165695,liver
199,175,264,-73.0,16.1167614612862,background
306,217,292,24.0,47.67336782733101,background
307,237,287,119.0,10.653637876331258,liver
218,299,301,122.0,15.763882770434446,liver
384,239,217,100.0,22.147234590350102,liver
406,204,255,109.0,16.408839081421938,liver
319,150,214,-93.0,22.332711434127294,background
322,240,259,85.0,22.825424421026653,liver
348,284,292,85.0,8.231038816577165,liver
295,144,199,-38.0,39.88734135035826,background
294,175,232,-83.0,23.382685902179844,background
357,243,280,112.0,37.225663190868744,liver
346,178,281,123.0,10.18577439373168,liver
302,204,300,-818.0,29.19332115399,background
304,290,279,75.0,41.80610003336834,liver
326,255,260,127.0,23.15167380558045,liver
390,173,255,61.0,18.66815470259447,liver
330,123,270,-834.0,50.49257371138849,background
330,308,293,85.0,33.06433123473088,liver
294,244,260,109.0,51.176166327695945,liver
231,135,200,28.0,37.50333318519835,background
386,310,268,121.0,19.697715603592208,liver
402,264,215,101.0,20.850659461993043,liver
250,287,267,144.0,24.839484696748443,liver
227,211,282,28.0,35.69663849720307,background
444,187,227,-86.0,20.074859899884732,background
257,309,292,118.0,9.810708435174291,liver
296,328,194,-420.0,508.07381353500205,background
392,285,190,-107.0,43.407948580876294,background
428,176,252,112.0,42.1515124283815,liver
296,237,252,86.0,28.805381441668153,liver
432,201,282,82.0,40.31438949060249,liver
357,316,187,-53.0,40.28026812224566,background
426,283,240,104.0,13.105342422081156,liver
439,286,214,36.0,23.62731470142132,background
353,216,219,96.0,28.543825952384168,liver
250,257,228,76.0,27.445400343226915,background
266,330,280,161.0,30.72051431861127,liver
270,325,298,47.0,79.58957218128515,background
381,246,294,111.0,4.663689526544408,liver
394,149,237,115.0,22.096379793984354,liver
310,220,182,-94.0,5.07444578254611,background
354,321,293,104.0,21.79449471770337,liver
378,126,224,334.0,106.81292056675541,background
401,227,202,102.0,10.41633332799983,liver
341,206,272,135.0,33.60803475361212,liver
394,213,282,140.0,22.360679774997898,liver
391,152,273,104.0,17.979154596365202,liver
352,265,274,82.0,23.600847442411894,liver
207,274,175,-128.0,13.341664064126334,background
347,304,258,137.0,12.98075498574717,liver
395,274,223,121.0,32.86715685908959,liver
316,358,271,104.0,31.244999599935987,liver
288,281,263,100.0,8.139410298049853,liver
419,191,208,118.0,23.531893251500186,liver
312,178,191,26.0,22.67156809750927,background
274,250,276,105.0,30.86259872402193,liver
284,345,238,-69.0,36.888345042845174,background
202,338,294,124.0,15.451537140362444,liver
243,291,298,115.0,16.393596310755,liver
293,286,287,111.0,20.910523666326483,liver
241,180,199,55.0,17.5,background
346,353,242,119.0,14.0089257261219,liver
360,198,243,104.0,21.065374432940896,liver
391,259,196,117.0,14.035668847618199,liver
201,236,289,3.0,13.481468762712764,background
373,350,244,119.0,16.62077013859466,liver
326,275,223,-89.0,32.26840560052511,background
435,180,235,132.0,26.40075756488817,liver
383,214,293,100.0,20.904544960366874,liver
332,234,292,100.0,10.828203913853857,liver
313,352,202,48.0,12.267844146385297,background
258,341,268,152.0,9.300537618869138,liver
387,258,258,108.0,21.828879952943073,liver
327,255,294,120.0,18.567444627627143,liver
330,241,227,113.0,14.343988287781052,liver
329,226,249,160.0,24.525496936861444,liver
412,206,301,-864.0,55.71804016653852,background
378,142,240,98.0,40.0374824383352,liver
415,284,269,135.0,24.361855430159665,liver
391,124,185,-108.0,4.716990566028302,background
194,129,274,95.0,12.649110640673518,background
399,331,270,113.0,40.675545478825484,liver
259,279,274,101.0,21.37755832643195,liver
206,276,268,-55.0,82.53332660204603,background
337,246,249,160.0,18.24828759089466,liver
407,318,285,76.0,45.32659263611153,liver
243,362,230,-101.0,9.473647660748208,background
426,253,211,121.0,7.937253933193772,liver
260,331,261,111.0,26.76284738214527,liver
350,331,250,112.0,9.16515138991168,liver
389,253,222,110.0,16.34013463836819,liver
432,170,296,-713.0,155.44854454127255,background
399,288,260,147.0,29.244657631779518,liver
376,154,233,98.0,19.157244060668017,liver
223,237,292,67.0,9.874208829065749,liver
354,302,279,101.0,10.404326023342406,liver
275,351,280,110.0,27.595289453093258,liver
252,255,169,-83.0,52.945726928620026,background
290,265,295,93.0,9.810708435174291,liver
313,236,270,97.0,29.038767191463208,liver
256,214,170,109.0,41.56019730463271,background
310,160,277,-853.0,23.664319132398465,background
316,207,248,60.0,34.01837738634811,liver
402,305,264,119.0,28.464890654980568,liver
400,324,274,99.0,17.811513130556875,liver
416,228,243,119.0,15.247950681976906,liver
402,315,268,134.0,11.61895003862225,liver
400,309,283,115.0,7.3824115301167,liver
205,285,205,-93.0,24.73863375370596,background
448,240,239,82.0,85.53946457629952,liver
357,233,222,115.0,11.034038245356955,liver
417,289,197,125.0,7.088723439378913,liver
339,354,265,124.0,10.404326023342406,liver
206,304,253,50.0,6.745368781616021,background
357,269,245,92.0,22.0,liver
403,253,210,115.0,20.23610634484806,liver
409,270,195,111.0,7.729812416870153,liver
366,361,268,56.0,30.137186331839274,background
351,217,227,121.0,22.776083947860748,liver
342,314,289,107.0,15.049916943292411,liver
374,263,212,115.0,12.020815280171307,liver
442,122,260,-105.0,9.12414379544733,background
421,193,239,99.0,21.13646138784825,liver
306,278,269,171.0,19.710403344427025,liver
363,155,258,98.0,24.37724348649781,liver
380,292,279,124.0,23.84848003542364,liver
346,265,266,97.0,8.5,liver
334,214,235,132.0,16.454482671904334,liver
378,264,181,-12.0,24.545875417267155,background
197,238,250,26.0,50.34878350069642,background
416,284,178,110.0,58.59394166635319,liver
268,263,170,-125.0,8.18535277187245,background
255,295,215,-84.0,10.606601717798213,background
416,270,259,115.0,19.28730152198591,liver
342,317,279,140.0,31.300958451779078,liver
320,289,273,95.0,19.96246477767713,liver
215,240,284,-57.0,38.54542774441607,background
206,240,174,-84.0,42.31430018327138,background
351,282,274,89.0,26.767517628648346,liver
346,273,254,101.0,32.32645975048923,liver
253,267,263,108.0,17.776388834631177,liver
381,236,213,94.0,9.86154146165801,liver
404,295,275,111.0,16.0312195418814,liver
323,313,260,128.0,42.38808794932841,liver
332,240,282,95.0,43.031964863343156,liver
339,172,245,103.0,21.598611066455177,liver
439,275,268,138.0,27.26261176043117,liver
272,272,237,100.0,29.5296461204668,background
223,328,293,109.0,16.977926846349646,liver
307,361,300,-4.0,52.40944571353526,background
407,168,221,92.0,40.56784440908834,liver
324,245,233,95.0,55.986605540968455,liver
398,190,224,119.0,12.103718436910205,liver
417,169,243,129.0,39.534794801541594,liver
297,306,263,101.0,27.33587386567329,liver
245,298,272,135.0,41.291645644125154,liver
353,249,229,146.0,27.33587386567329,liver
359,244,250,156.0,47.900939447989956,liver
240,269,276,103.0,49.089204515860715,liver
369,209,284,84.0,10.344080432788601,liver
347,269,298,99.0,11.521718621802913,liver
245,127,261,538.0,136.2901317043901,background
365,164,275,92.0,16.140012391568973,liver
425,273,235,131.0,20.322401432901575,liver
399,199,266,119.0,12.82575533838066,liver
189,258,174,-64.0,67.10253348421354,background
290,222,280,122.0,8.874119674649425,liver
446,319,216,-925.0,22.06807649071391,background
387,302,276,104.0,11.213830746002902,liver
226,340,229,-48.0,65.5839157110949,background
398,280,299,101.0,20.334699407662754,liver
261,248,187,-85.0,21.095023109728988,background
366,206,232,114.0,12.489995996796797,liver
405,293,210,107.0,21.18962010041709,liver
412,292,268,122.0,25.179356624028344,liver
419,284,277,124.0,8.717797887081348,liver
260,311,285,148.0,44.7744346697979,liver
342,193,262,111.0,42.36744032862972,liver
314,273,297,93.0,8.276472678623424,liver
227,342,247,-789.0,288.642512461349,background
424,213,278,121.0,5.5,liver
342,230,295,125.0,19.11805429430516,liver
346,164,278,103.0,20.143237078483686,liver
330,214,289,110.0,22.304708023195463,liver
257,343,243,127.0,30.886890422961002,liver
420,200,243,127.0,20.161845153655953,liver
397,281,239,95.0,12.165525060596439,liver
441,239,264,119.0,10.331989159885913,liver
329,241,273,133.0,31.156861202630793,liver
343,255,277,90.0,20.03746490951388,liver
382,151,256,93.0,16.56804152578089,liver
351,244,189,-196.0,95.57457820989848,background
324,354,262,108.0,25.627134057478997,liver
242,197,259,42.0,27.649593125396983,background
319,248,287,112.0,26.353367906208877,liver
436,172,262,157.0,18.721645226849056,liver
337,283,301,77.0,21.207310060448496,liver
359,157,268,84.0,19.384271974980127,liver
222,286,195,-94.0,17.7341478509682,background
396,286,192,91.0,56.925389765903226,liver
428,251,260,112.0,9.682458365518542,liver
407,197,195,120.0,11.704699910719626,liver
384,239,209,131.0,18.179658962697843,liver
275,300,280,85.0,17.96524422322168,liver
374,338,277,134.0,14.300349646075091,liver
418,221,183,115.0,18.179658962697843,liver
367,241,295,101.0,29.423629959608995,liver
347,290,254,102.0,11.510864433221338,liver
413,228,210,148.0,22.737634001804146,liver
327,337,249,118.0,8.396427811873332,liver
341,331,260,123.0,32.341923257592455,liver
359,313,243,114.0,20.603397778036516,liver
419,191,249,130.0,27.253440149823287,liver
326,222,249,84.0,18.034688796871432,liver
289,339,255,115.0,49.47979385567405,liver
241,307,206,-45.0,47.4262585494576,background
326,297,278,109.0,18.83480820183736,liver
348,205,232,151.0,39.05124837953327,liver
426,168,231,115.0,8.2915619758885,liver
416,200,277,107.0,14.594519519326424,liver
290,341,260,123.0,25.134637455113612,liver
398,186,287,96.0,13.647344063956181,liver
371,251,283,93.0,14.882876066137216,liver
261,263,271,87.0,17.18284027743958,liver
385,134,204,-51.0,49.62358310319802,background
435,242,205,116.0,18.721645226849056,liver
313,275,268,81.0,62.88481533724974,liver
309,172,243,-84.0,3.427827300200522,background
341,317,253,143.0,50.07993610219566,liver
394,186,227,109.0,28.85740806101615,liver
308,132,230,50.0,42.08622102303793,background
348,334,203,-220.0,246.27880542182268,background
375,152,274,93.0,18.701604209265042,liver
320,191,258,124.0,22.621892051727237,liver
261,222,251,-25.0,60.516526668340774,background
324,224,286,141.0,30.108138434649195,liver
411,292,294,79.0,44.87204029236914,liver
364,132,214,-89.0,21.0,background
388,264,296,93.0,6.020797289396148,liver
344,271,278,98.0,10.781929326423912,liver
418,194,279,133.0,30.8504457018047,liver
312,352,265,128.0,9.643650760992955,liver
399,206,175,-82.0,61.587336360651285,background
221,306,298,132.0,17.783419243778738,liver
435,254,258,122.0,12.103718436910205,liver
423,233,195,127.0,21.10094784600919,liver
391,245,265,133.0,38.768543949960254,liver
245,242,259,107.0,61.72924752497798,background
380,270,203,133.0,19.880895352071043,liver
246,258,267,90.0,23.430749027719962,liver
349,348,267,108.0,27.7173231030704,liver
262,275,273,113.0,21.283796653792763,liver
319,238,284,88.0,2.345207879911715,liver
384,260,257,97.0,8.396427811873332,liver
335,299,274,114.0,27.472713735632308,liver
327,264,259,106.0,14.0,liver
275,249,280,76.0,24.052026941611388,liver
259,321,293,121.0,32.77956680616753,liver
417,160,251,111.0,28.469281690973517,liver
429,237,259,112.0,17.839562774911272,liver
271,307,190,60.0,10.535653752852738,background
428,273,221,130.0,6.670832032063167,liver
382,323,258,107.0,16.023420358962067,liver
281,338,256,126.0,14.177446878757825,liver
430,218,193,110.0,7.466592261534039,liver
392,240,225,151.0,19.215878850575635,liver
382,240,232,117.0,25.0549396327351,liver
239,306,279,119.0,29.24038303442689,liver
275,355,188,75.0,27.76238462380348,background
317,261,272,103.0,22.599778759979046,liver
328,328,238,-40.0,87.65985398116973,background
261,360,301,16.0,57.452154006616674,background
320,217,253,152.0,23.53720459187964,liver
350,263,284,124.0,5.5901699437494745,liver
231,258,252,73.0,10.920164833920778,background
293,331,294,72.0,29.15047169429682,liver
380,234,265,124.0,10.688779163215974,liver
271,262,296,92.0,13.30413469565007,liver
333,286,258,116.0,16.80773631397161,liver
334,302,273,94.0,21.534855467358028,liver
338,318,274,87.0,26.93510720231126,liver
294,338,236,8.0,36.90528417449187,background
369,289,301,92.0,11.683321445547923,liver
325,238,276,76.0,25.65151067676132,liver
250,252,169,-76.0,13.444329659748751,background
343,355,250,131.0,8.616843969807043,liver
444,305,175,-982.0,20.137030565602267,background
227,200,241,-44.0,67.66461409037962,background
285,232,286,115.0,16.635804759614125,liver
384,272,230,101.0,29.171904291629644,liver
406,277,264,122.0,37.589892258425,liver
439,308,261,399.0,79.78878367289478,background
454,302,202,-938.0,18.741664813991314,background
312,248,261,137.0,35.71764269937197,liver
315,162,207,-67.0,30.923292192132454,background
412,201,257,137.0,28.71410803072246,liver
355,170,280,93.0,18.6748493969831,liver
381,330,269,133.0,22.483327155917117,liver
266,333,270,97.0,3.0,liver
313,209,285,97.0,12.041594578792296,liver
448,197,253,119.0,22.38302928559939,liver
271,262,299,88.0,31.12474899497183,liver
428,361,208,-991.0,13.30413469565007,background
252,245,275,121.0,15.329709716755891,liver
336,215,261,104.0,25.64176280991617,liver
407,231,244,121.0,18.721645226849056,liver
319,254,290,98.0,38.9069402549211,liver
442,181,262,127.0,13.200378782444085,liver
290,158,214,52.0,33.67862823809782,background
262,236,286,97.0,20.844663585675832,liver
432,218,200,131.0,9.630680142129112,liver
268,351,265,122.0,7.0,liver
332,307,282,106.0,21.18372016431486,liver
336,315,232,-127.0,139.38615426217913,background
394,309,273,118.0,16.224980739587952,liver
407,252,244,102.0,18.466185312619388,liver
280,226,284,72.0,11.757976016304847,liver
342,149,234,182.0,22.638462845343543,background
329,226,240,77.0,17.95828499606797,liver
397,159,250,117.0,16.34013463836819,liver
389,332,194,33.0,19.83053201505194,background
270,129,178,527.0,113.51541745507524,background
356,270,256,118.0,31.670175244226233,liver
326,177,276,55.0,13.388427838995884,liver
298,134,249,110.0,62.679741543819404,background
404,165,229,119.0,10.464224768228174,liver
393,311,262,111.0,22.13029597633073,liver
207,334,183,-86.0,105.30788194622471,background
422,252,232,105.0,21.459263733874934,liver
370,244,274,141.0,35.20298282816387,liver
283,175,193,28.0,66.9850729640567,background
373,279,269,108.0,12.609520212918492,liver
240,254,298,86.0,4.123105625617661,liver
453,240,191,43.0,4.387482193696061,background
408,200,287,81.0,25.51960031034969,liver
262,282,181,-36.0,61.03892200882974,background
411,259,189,126.0,7.533259586659682,liver
355,167,260,139.0,29.012928152808016,liver
354,141,274,52.0,24.06241883103193,liver
301,132,189,100.0,51.310330343898585,background
424,259,280,91.0,10.099504938362077,liver
367,255,295,113.0,10.523782589924593,liver
384,329,276,132.0,5.196152422706632,liver
251,272,290,98.0,19.254869513969705,liver
379,173,209,86.0,96.68893421689992,background
409,185,195,132.0,37.469987990390386,liver
373,257,257,115.0,11.76860229593982,liver
366,274,301,96.0,9.0,liver
336,302,241,96.0,18.681541692269406,liver
422,255,195,135.0,30.683871985132516,liver
226,334,198,-30.0,126.63629021729909,background
234,182,247,-118.0,3.605551275463989,background
340,350,292,-889.0,15.540270267920054,background
350,349,270,103.0,20.006249023742555,liver
271,348,301,-109.0,21.37755832643195,background
227,271,301,110.0,19.29378138157474,liver
443,213,253,105.0,7.158910531638177,liver
370,311,187,-21.0,26.466960535732092,background
414,294,238,126.0,22.11334438749598,liver
271,279,223,46.0,86.27716963368698,background
401,269,229,118.0,13.105342422081156,liver
420,283,183,113.0,11.821590417536889,liver
360,180,231,117.0,15.370426148939398,liver
303,126,223,10.0,37.05738792737556,background
297,216,245,130.0,22.293496809607955,background
314,211,244,133.0,39.752358420601915,liver
379,204,251,108.0,23.942639787625758,liver
307,303,272,98.0,19.748417658131498,liver
335,140,216,-70.0,42.40283009422838,background
251,340,290,108.0,18.452642087245934,liver
218,289,296,128.0,15.066519173319364,liver
355,223,283,90.0,18.377975949489105,liver
406,207,264,118.0,19.862024066041204,liver
408,143,278,-826.0,11.146748404803978,background
319,282,273,131.0,22.516660498395403,liver
348,287,254,117.0,12.816005617976296,liver
274,322,259,115.0,6.614378277661476,liver
364,273,223,94.0,15.435349040433131,liver
444,337,258,-960.0,47.80428851055102,background
336,210,255,104.0,22.627416997969522,liver
221,360,249,-61.0,49.949974974968704,background
409,317,232,120.0,31.917863337009262,liver
437,227,236,117.0,10.535653752852738,liver
392,244,212,124.0,19.00657780874821,liver
337,356,195,-95.0,12.227019260637483,background
338,139,287,-768.0,84.6669947500205,background
423,193,262,131.0,38.60375629391523,liver
303,242,252,89.0,11.757976016304847,liver
372,252,209,134.0,13.45362404707371,liver
311,335,269,110.0,9.192388155425117,liver
385,229,286,118.0,18.24828759089466,liver
346,255,287,91.0,25.592967784139454,liver
400,225,235,101.0,25.544079548889602,liver
427,285,220,127.0,16.278820596099706,liver
299,191,211,-99.0,17.11724276862369,background
437,182,263,121.0,10.307764064044152,liver
364,176,225,151.0,23.790754506740637,background
376,239,248,119.0,14.053469322555197,liver
315,268,171,40.0,78.04646052192246,background
333,340,239,90.0,21.25441130683228,liver
390,280,265,122.0,42.15447781671598,liver
264,295,262,90.0,14.33527118683145,liver
373,286,202,-60.0,33.95585369269929,background
432,270,261,121.0,15.898113095584646,liver
254,204,168,197.0,62.0,background
341,338,252,116.0,12.767145334803704,liver
281,318,281,76.0,24.632295873507204,liver
353,248,212,95.0,36.376503405357695,liver
352,233,186,-177.0,23.76446927663229,background
256,249,263,86.0,34.03674485023502,liver
388,132,246,124.0,15.803480629279107,liver
344,329,232,86.0,66.00946901770988,background
266,315,277,116.0,10.392304845413264,liver
411,198,230,93.0,17.478558292948534,liver
318,337,278,110.0,28.0178514522438,liver
405,197,255,109.0,14.45683229480096,liver
432,247,246,115.0,9.433981132056603,liver
431,270,169,75.0,7.106335201775948,background
379,261,201,104.0,20.910523666326483,liver
430,146,204,-54.0,50.92150822589606,background
217,326,291,112.0,24.228082879171435,liver
433,166,184,38.0,17.0,background
399,322,235,126.0,14.594519519326424,liver
426,290,208,133.0,9.848857801796104,liver
385,205,225,95.0,19.551214796017153,liver
377,310,235,108.0,19.67866865415443,liver
263,175,234,32.0,19.512816301087856,background
332,293,270,94.0,25.32785028382788,liver
388,296,217,138.0,14.551632210855248,liver
213,170,262,-136.0,7.92148975887743,background
419,277,200,133.0,14.430869689661812,liver
451,358,289,-1002.0,18.26882590644511,background
374,305,258,138.0,33.51119216023208,liver
424,171,229,162.0,4.69041575982343,liver
204,157,171,51.0,32.89756829919196,background
397,303,229,116.0,19.77371993328519,liver
265,246,281,113.0,17.240939649566666,liver
397,265,231,90.0,24.160918856699137,liver
405,271,240,132.0,24.834451876375287,liver
410,144,229,-20.0,83.62714870184203,background
236,307,303,109.0,20.303940504246953,background
295,345,240,-119.0,6.837397165588672,background
434,238,226,129.0,9.394147114027968,liver
371,269,290,126.0,27.198345537918293,liver
255,355,255,-131.0,18.701604209265042,background
399,230,218,105.0,8.031189202104505,liver
324,194,269,85.0,7.762087348130012,liver
222,144,178,3.0,20.445048300260872,background
404,131,250,75.0,15.313392831113555,liver
333,325,284,98.0,15.02497920131672,liver
347,259,191,29.0,46.521500405726385,background
348,181,255,164.0,13.919410907075054,liver
322,136,220,-26.0,43.41082814229648,background
336,179,264,119.0,29.727932992389498,liver
435,216,281,132.0,14.239030865898142,liver
381,182,247,129.0,23.769728648009426,liver
433,278,199,135.0,32.55764119219941,liver
407,229,251,118.0,46.19794367718113,liver
283,338,295,34.0,23.722352328552915,liver
357,245,291,110.0,14.849242404917497,liver
209,193,231,-24.0,82.84322543213779,background
425,289,201,125.0,11.236102527122116,liver
387,216,280,124.0,15.524174696260024,liver
214,325,300,83.0,22.68259244442751,liver
409,289,284,131.0,26.12948526090784,liver
236,353,207,-87.0,31.52776554086889,background
333,315,251,122.0,12.175795661885921,liver
408,241,242,130.0,7.810249675906654,liver
