x,y,z,value,magnitude,label
309,391,248,109.0,16.78541033159452,liver
252,388,219,-947.0,13.711309200802088,background
403,357,224,112.0,17.811513130556875,liver
422,229,228,132.0,4.242640687119285,liver
260,191,206,55.0,49.175705383857995,background
421,361,240,90.0,22.885584982691615,liver
310,262,255,119.0,20.291623887703025,liver
336,273,252,108.0,12.678722333105966,liver
344,334,235,120.0,26.086394921491163,liver
292,350,253,139.0,25.90849281606323,liver
362,235,229,123.0,36.53080891521566,liver
318,349,250,114.0,6.7638746292343415,liver
391,173,215,131.0,9.9498743710662,liver
287,355,250,129.0,8.261355820929152,liver
342,257,218,109.0,23.146273998205412,liver
267,411,240,122.0,5.1478150704935,liver
300,359,239,134.0,23.62731470142132,liver
383,270,223,121.0,30.099833886584822,liver
401,219,228,92.0,7.697402159170326,liver
291,250,189,-13.0,49.33558553417604,background
192,258,186,163.0,16.484841521834536,background
371,321,231,140.0,52.61416159172357,liver
259,386,242,89.0,16.140012391568973,liver
343,261,256,123.0,11.124297730643494,liver
250,283,242,120.0,21.1482859825566,liver
404,347,253,95.0,16.75559608011604,liver
229,414,245,98.0,47.6366455578056,liver
228,364,257,144.0,13.313526955694348,liver
356,176,227,120.0,14.247806848775006,liver
403,373,226,114.0,19.924858845171276,liver
192,359,213,-82.0,25.592967784139454,background
275,337,255,145.0,29.055980451535273,liver
346,267,259,94.0,21.517434791350013,liver
334,300,251,149.0,15.313392831113555,liver
307,391,256,129.0,10.23474474522936,liver
348,238,221,94.0,8.717797887081348,liver
335,316,235,103.0,29.715315916207253,liver
243,367,255,111.0,12.649110640673518,liver
300,318,201,74.0,59.46847904562551,background
380,407,250,109.0,10.758717395675006,liver
339,365,256,116.0,11.280514172678478,liver
357,282,222,131.0,42.7346463656832,liver
391,397,213,18.0,10.161200716450788,background
273,305,264,117.0,23.075961518428652,liver
281,289,232,116.0,22.237355957937087,liver
197,229,206,182.0,29.21900066737396,background
395,285,189,122.0,9.205976319760984,liver
276,320,239,108.0,21.68524844220144,liver
237,231,201,127.0,88.59176033920987,background
397,171,238,10.0,266.0690699799584,background
187,207,198,161.0,17.797471730557685,background
338,312,248,141.0,31.709619991415853,liver
259,229,265,37.0,50.04747745890896,background
364,346,212,-37.0,126.9537317293194,background
407,293,203,142.0,15.572411502397436,liver
447,271,231,97.0,32.96968304366907,background
325,280,239,104.0,13.820274961085254,liver
375,313,261,124.0,8.789197915623474,liver
337,309,256,96.0,11.368817000902073,liver
327,266,223,123.0,48.597839458148755,liver
301,363,234,117.0,22.46664193866097,liver
226,300,248,95.0,16.926310879810757,liver
268,311,261,113.0,14.773286702694158,liver
210,253,217,-88.0,21.242645786248,background
415,220,215,109.0,17.867568385205637,liver
237,220,234,-2.0,96.91362133363917,background
266,375,263,125.0,4.769696007084728,liver
421,209,223,124.0,5.338539126015656,liver
382,291,200,112.0,14.908051515875574,liver
358,254,259,110.0,15.049916943292411,liver
204,373,244,93.0,9.785192895390463,liver
364,287,268,-858.0,57.96335048977069,background
270,204,222,101.0,70.70891032960415,background
281,405,256,134.0,15.321553446044563,liver
313,220,230,120.0,30.72458299147443,liver
374,322,256,122.0,10.862780491200215,liver
320,327,251,152.0,46.54030511288038,liver
382,288,236,124.0,24.682990094394967,liver
392,371,238,105.0,17.26267650163207,liver
391,281,210,129.0,53.298686662993866,liver
324,385,256,133.0,13.0,liver
337,360,251,87.0,10.547511554864494,liver
425,249,218,124.0,15.058220346375597,liver
433,291,229,122.0,15.968719422671311,liver
418,246,213,115.0,13.536986370680884,liver
426,183,260,-850.0,11.958260743101398,background
314,244,220,98.0,28.770644761631605,liver
385,403,252,101.0,9.912113800799505,liver
233,279,233,-22.0,41.7702046918614,background
264,364,257,132.0,28.28869031963127,liver
216,331,250,116.0,35.0,liver
261,299,240,121.0,16.710774967068403,liver
265,289,254,131.0,9.069178573608527,liver
317,288,219,110.0,10.735455276791944,liver
400,328,194,145.0,12.776932339180638,liver
403,374,189,78.0,1.3228756555322954,background
255,356,257,125.0,10.41633332799983,liver
256,380,172,-56.0,46.00815145167213,background
335,336,185,-40.0,50.26678824034812,background
355,360,255,111.0,21.095023109728988,liver
344,186,224,136.0,30.83018001893599,liver
358,402,200,-33.0,67.45924695695913,background
314,260,237,91.0,14.430869689661812,liver
381,301,242,112.0,10.665364503850771,liver
409,265,187,130.0,23.590252224170897,liver
386,283,257,128.0,4.716990566028302,liver
301,403,232,111.0,18.48648154733615,liver
325,188,254,-859.0,25.31304011769428,background
218,346,256,124.0,10.965856099730654,liver
405,219,189,148.0,26.158172719056658,liver
323,206,260,-879.0,7.466592261534039,background
340,239,196,230.0,32.07802986469088,background
372,332,243,104.0,7.416198487095663,liver
292,251,263,-918.0,34.72751070837067,background
303,298,255,202.0,7.648529270389178,liver
341,228,243,125.0,24.407990494917847,liver
348,286,207,137.0,4.6097722286464435,liver
408,280,179,-23.0,67.80117993073571,background
355,360,257,127.0,10.062305898749054,liver
338,336,180,-24.0,38.43175770115127,background
273,371,257,125.0,7.858116822750856,liver
378,276,258,117.0,15.572411502397436,liver
361,303,236,117.0,13.162446581088183,liver
297,393,229,140.0,13.729530217745982,liver
380,336,200,73.0,17.52141546793523,background
328,295,245,129.0,8.958236433584458,liver
333,272,261,105.0,4.272001872658765,liver
416,253,244,110.0,11.884864324004713,liver
416,347,258,-790.0,153.3900257513506,background
267,339,247,100.0,9.447221813845593,liver
194,230,196,142.0,41.72529209005013,background
278,355,264,102.0,22.737634001804146,liver
384,162,236,24.0,161.12572730634918,background
420,364,236,132.0,12.31868499475492,liver
343,221,248,98.0,12.854960132182441,liver
393,295,234,127.0,11.726039399558575,liver
270,208,179,215.0,67.19374970932937,background
377,283,263,102.0,133.71892162293264,liver
325,179,198,-52.0,7.7781745930520225,background
377,253,217,145.0,21.17191535974013,liver
392,313,207,116.0,3.872983346207417,liver
429,315,231,140.0,17.48570845004571,liver
226,205,259,-814.0,39.11521443121589,background
360,213,243,99.0,8.660254037844387,liver
333,270,215,126.0,30.995967479657736,liver
335,283,182,3.0,44.82186966202994,background
208,323,207,-5.0,6.2048368229954285,background
377,311,219,111.0,14.849242404917497,liver
331,354,264,97.0,29.82029510249689,liver
248,305,238,89.0,16.695807857064,liver
377,416,213,-175.0,382.1835292107707,background
372,323,245,121.0,15.354152532784088,liver
405,345,236,97.0,8.660254037844387,liver
383,207,236,125.0,7.648529270389178,liver
250,235,253,137.0,8.2915619758885,background
302,392,248,122.0,4.0,liver
339,286,239,109.0,14.212670403551895,liver
333,351,233,109.0,19.82422760159901,liver
326,278,219,108.0,25.739075352467502,liver
315,362,188,51.0,7.33143914930759,background
398,322,214,125.0,10.331989159885913,liver
232,310,197,-90.0,31.460292433478745,background
273,345,252,104.0,15.596473960482221,liver
189,282,182,88.0,36.888345042845174,background
387,261,240,134.0,16.9336942218761,liver
391,398,241,113.0,11.532562594670797,liver
396,317,200,141.0,10.805091392487155,liver
278,414,201,-81.0,7.664854858377946,background
420,202,195,97.0,63.07733348834587,liver
309,361,249,90.0,17.76935564391686,liver
339,370,245,112.0,12.429802894656053,liver
402,255,212,115.0,31.376742979474464,liver
300,274,224,82.0,10.943034314119645,liver
368,200,226,111.0,19.461500456028563,liver
420,282,176,115.0,16.34013463836819,liver
419,161,238,-59.0,160.59420911103862,background
404,279,217,115.0,11.10180165558726,liver
382,257,205,122.0,23.769728648009426,liver
422,313,212,128.0,7.106335201775948,liver
384,412,209,-838.0,181.80896567551338,background
402,187,217,104.0,27.937430089397985,liver
427,271,214,160.0,34.23448553724738,liver
373,287,201,110.0,24.171263930543642,liver
283,347,243,137.0,12.678722333105966,liver
283,211,199,96.0,87.95737604089835,background
350,209,229,120.0,32.39598740585013,liver
413,193,210,132.0,11.368817000902073,liver
314,290,256,105.0,18.07622748252522,liver
173,389,182,15.0,21.37755832643195,background
268,318,250,121.0,12.165525060596439,liver
378,367,238,104.0,16.673332000533065,liver
431,254,214,110.0,9.17877987534291,liver
303,274,226,91.0,31.38072656902641,liver
392,282,257,110.0,11.821590417536889,liver
254,224,226,109.0,70.58151316031699,background
284,264,204,135.0,31.7214438511238,background
365,297,220,104.0,20.898564544006366,liver
409,358,217,102.0,21.18962010041709,liver
391,359,244,142.0,20.168044030098706,liver
317,391,248,105.0,8.760707733967616,liver
197,360,246,93.0,19.974984355438178,liver
332,237,236,132.0,17.334935823359714,liver
285,410,200,-79.0,11.789826122551595,background
270,402,249,139.0,5.1478150704935,liver
369,292,246,113.0,11.597413504743201,liver
300,408,253,126.0,9.433981132056603,liver
330,341,253,129.0,24.243555844801314,liver
277,207,198,70.0,16.408839081421938,background
384,283,219,115.0,9.205976319760984,liver
434,265,181,25.0,87.77670533803374,liver
372,384,253,125.0,17.585505395068974,liver
410,316,200,138.0,16.408839081421938,liver
284,341,262,128.0,9.810708435174291,liver
211,375,242,118.0,60.6217782649107,background
444,402,236,-951.0,39.92492955535426,background
386,308,204,127.0,13.209844813622906,liver
315,360,256,80.0,10.571187255932987,liver
339,250,176,114.0,50.67543783727971,background
218,284,173,-82.0,30.801785662522878,background
426,233,220,105.0,8.631338250816034,liver
390,268,193,144.0,10.283481900601567,liver
404,347,229,117.0,10.380269746013347,liver
396,236,202,125.0,11.597413504743201,liver
217,217,252,-871.0,21.517434791350013,background
440,179,202,-87.0,18.553975315279473,background
251,374,260,113.0,5.0,liver
402,222,223,113.0,14.882876066137216,liver
414,324,240,151.0,25.777897509300484,liver
197,382,247,61.0,88.25531145489205,liver
396,356,203,129.0,16.635804759614125,liver
337,329,226,124.0,39.2109678533953,liver
379,344,225,101.0,20.457272545478784,liver
271,350,230,113.0,24.545875417267155,liver
420,269,239,126.0,11.022703842524301,liver
255,289,246,88.0,10.18577439373168,liver
369,238,234,111.0,9.327379053088816,liver
376,248,194,-71.0,22.787057730211682,background
413,294,229,122.0,30.376800358168072,liver
273,345,245,134.0,29.77414986191881,liver
370,365,237,104.0,7.0,liver
176,382,238,-857.0,45.26311964502668,background
426,217,210,147.0,31.535694062442957,liver
339,336,265,97.0,8.04673846971554,liver
385,231,207,125.0,17.507141400011598,liver
291,203,267,-834.0,28.447319733148852,background
344,267,244,136.0,34.50362299817223,liver
345,243,213,163.0,9.069178573608527,liver
344,356,227,121.0,26.419689627245813,liver
277,304,237,122.0,14.026760139105537,liver
294,392,221,136.0,21.142374511865974,liver
256,334,235,123.0,20.518284528683193,liver
331,382,234,103.0,19.403607911932255,liver
394,215,246,95.0,9.013878188659973,liver
379,184,240,112.0,21.1482859825566,liver
286,345,246,106.0,15.524174696260024,liver
403,392,232,108.0,26.874709300753377,liver
396,331,199,146.0,23.18404623873926,liver
383,284,174,4.0,16.140012391568973,background
216,219,232,-78.0,36.68105778191245,background
370,252,212,132.0,28.084693339967234,liver
390,305,245,109.0,12.267844146385297,liver
411,308,238,115.0,12.874393189583733,liver
423,289,185,136.0,11.357816691600547,liver
328,278,231,126.0,11.258330249197702,liver
294,408,171,-95.0,7.106335201775948,background
409,283,229,91.0,10.062305898749054,liver
366,396,225,13.0,21.11279233071741,background
383,191,228,137.0,26.23451924468981,liver
233,344,243,136.0,20.994046775217015,liver
368,272,222,109.0,15.803480629279107,liver
432,257,229,125.0,11.10180165558726,liver
286,396,243,140.0,21.575449010391416,liver
433,273,202,122.0,19.03943276465977,liver
316,305,240,91.0,15.540270267920054,liver
428,238,190,125.0,10.452272480183437,liver
336,251,212,145.0,33.88214869219483,liver
230,300,235,-82.0,88.9185020116736,background
218,338,258,107.0,49.06118628814432,liver
418,385,176,-1000.0,9.327379053088816,background
411,382,237,111.0,14.300349646075091,liver
222,373,255,122.0,10.523782589924593,liver
256,368,244,107.0,11.269427669584644,liver
193,321,205,6.0,15.247950681976906,background
381,216,218,124.0,17.790446874657196,liver
323,274,222,122.0,6.652067347825035,liver
422,291,217,120.0,17.621010186706094,liver
345,369,247,95.0,8.32165848854662,liver
332,386,258,112.0,10.392304845413264,liver
423,288,256,-817.0,324.79339586881997,background
305,280,220,118.0,18.172781845386247,liver
353,336,258,103.0,15.165750888103101,liver
207,276,259,-855.0,12.103718436910205,background
377,301,239,141.0,21.47673159491453,liver
211,362,219,-89.0,21.54646142641524,background
378,201,209,92.0,13.076696830622021,liver
287,345,248,107.0,21.96019125599775,liver
252,283,233,98.0,21.70829334609241,liver
421,306,197,120.0,14.38749456993816,liver
391,379,239,107.0,11.090536506409418,liver
391,272,209,106.0,25.32785028382788,liver
220,162,224,34.0,95.56280657243173,background
372,247,244,152.0,30.8504457018047,liver
365,296,220,92.0,24.733580412063272,liver
423,331,219,110.0,9.246621004453464,liver
235,269,231,40.0,106.51643065743426,background
366,229,247,125.0,48.43294333405724,liver
292,403,231,128.0,16.492422502470642,liver
431,419,179,-992.0,15.402921800749363,background
239,375,245,128.0,4.949747468305833,liver
394,189,243,99.0,52.25897052181568,liver
176,287,244,-37.0,15.953056133543816,background
310,285,248,89.0,9.460443964212251,liver
423,370,212,71.0,40.48456495999432,background
409,255,174,-90.0,58.29451089082059,background
387,386,243,110.0,25.5049014897137,liver
231,376,179,35.0,57.71048431611019,background
342,215,229,102.0,17.727097901235837,liver
410,307,221,127.0,22.237355957937087,liver
337,319,187,64.0,43.31858723458095,background
404,213,209,121.0,4.69041575982343,liver
383,317,179,-36.0,45.12482686947397,background
355,382,234,134.0,13.238202294873727,liver
332,285,176,24.0,23.727621035409346,background
400,257,190,112.0,13.200378782444085,liver
291,396,226,147.0,14.52583904633395,liver
271,294,242,120.0,25.475478405713993,liver
423,250,194,116.0,12.288205727444508,liver
338,305,227,101.0,34.88911004883902,liver
327,229,221,96.0,22.83637449333847,liver
332,349,253,122.0,17.219175357722563,liver
381,273,211,126.0,14.52583904633395,liver
177,219,254,-885.0,25.337718918639855,background
212,230,174,40.0,17.233687939614086,background
374,309,234,124.0,27.04163456597992,liver
194,213,232,-86.0,29.449108645254444,background
218,312,231,-81.0,33.689761055846034,background
365,297,233,121.0,13.219304066402286,liver
268,289,224,148.0,28.982753492378876,liver
210,402,182,-84.0,4.636809247747852,background
218,407,248,127.0,3.24037034920393,liver
442,408,267,-974.0,30.079062485390065,background
369,254,255,115.0,5.873670062235365,liver
370,299,233,140.0,13.313526955694348,liver
286,406,195,-14.0,55.018178813915675,background
338,380,222,-90.0,11.800423721205947,background
405,218,243,127.0,10.688779163215974,liver
365,287,210,118.0,12.854960132182441,liver
235,361,265,122.0,55.210959057056776,background
423,306,202,142.0,19.448650338776723,liver
194,267,175,-72.0,12.776932339180638,background
261,259,242,74.0,32.035136959282696,liver
209,361,243,120.0,18.034688796871432,liver
349,362,237,156.0,32.10529551335729,liver
262,256,180,77.0,51.761472158353456,background
329,294,238,135.0,23.259406699226016,liver
416,244,205,125.0,19.72308292331602,liver
187,388,212,-27.0,65.07687761409578,background
425,382,227,115.0,18.186533479473212,background
392,205,212,117.0,6.689544080129826,liver
392,366,247,97.0,14.603081866510234,liver
322,227,196,177.0,28.111385593741193,background
325,351,240,143.0,23.40939982143925,liver
342,184,261,-890.0,20.904544960366874,background
442,219,265,-570.0,444.90645084107285,background
357,281,258,107.0,8.845903006477066,liver
371,293,221,96.0,28.26216552212516,liver
351,248,252,146.0,31.32491021535417,liver
424,313,249,60.0,31.336879231984796,liver
345,217,236,127.0,19.81161275615895,liver
211,382,213,-93.0,23.811761799581316,background
230,404,256,118.0,20.463381929681123,liver
317,312,264,122.0,14.933184523068078,liver
375,279,235,197.0,12.010412149464313,liver
363,311,259,114.0,14.857657958103626,liver
336,218,235,167.0,19.621416870348583,liver
397,273,239,130.0,28.74021572639983,liver
419,289,262,-824.0,224.348501220757,background
340,343,265,107.0,23.130067012440755,liver
384,302,213,113.0,13.047988350699889,liver
378,240,230,153.0,31.89043743820395,liver
412,381,227,52.0,19.691368667515217,liver
422,257,186,160.0,13.057564857200596,liver
293,380,257,125.0,15.508062419270823,liver
183,209,231,26.0,82.9563138043151,background
379,304,262,95.0,22.15851980616034,liver
403,381,223,114.0,28.96118091514916,liver
402,255,226,122.0,30.137186331839274,liver
371,333,226,110.0,13.583077707206124,liver
405,283,215,121.0,22.555487137279922,liver
240,228,192,84.0,22.885584982691615,background
396,322,250,106.0,13.720422734012244,liver
349,294,217,123.0,11.757976016304847,liver
387,186,239,111.0,10.535653752852738,liver
350,378,249,104.0,12.479983974348684,liver
395,196,225,125.0,9.643650760992955,liver
410,294,251,91.0,8.52936105461599,liver
403,309,193,141.0,17.95828499606797,liver
331,295,233,93.0,16.06237840420901,liver
409,334,198,142.0,30.866648668101305,liver
359,352,257,130.0,18.940696924875812,liver
338,326,237,115.0,19.41004894378167,liver
285,247,249,-60.0,233.93321696586827,background
244,371,205,-55.0,64.55230437405004,background
324,221,174,-41.0,59.820565025750135,background
307,268,232,110.0,29.432125305522874,liver
389,275,235,141.0,21.563858652847824,liver
402,301,215,104.0,11.10180165558726,liver
377,321,226,118.0,30.8504457018047,liver
304,190,177,78.0,18.45941494197473,background
342,196,229,106.0,9.473647660748208,liver
273,344,233,136.0,22.885584982691615,liver
327,228,208,200.0,19.313207915827967,background
268,265,247,97.0,17.0,liver
278,288,253,117.0,14.106735979665885,liver
395,209,204,109.0,23.08679276123039,liver
305,279,251,81.0,15.132745950421556,liver
174,171,183,74.0,28.394541729001368,background
392,180,171,-110.0,10.805091392487155,background
343,241,216,121.0,25.695330315059195,liver
192,200,236,-85.0,10.099504938362077,background
190,208,236,-87.0,13.076696830622021,background
413,189,209,135.0,15.827191791344413,liver
363,406,197,-89.0,22.41093483101497,background
312,411,252,139.0,28.90069203323685,liver
369,278,192,2.0,94.83142938920619,background
401,316,208,116.0,11.905880899790658,liver
419,214,233,120.0,7.19374728496908,liver
340,377,247,106.0,8.54400374531753,liver
429,322,238,133.0,8.470537173048708,liver
394,254,245,129.0,13.97318861248212,liver
401,278,256,122.0,16.24807680927192,liver
413,362,240,111.0,10.464224768228174,liver
322,325,252,153.0,36.41771546926029,liver
177,314,258,-821.0,59.455865984778995,background
282,385,239,100.0,25.10975905897944,liver
350,210,224,121.0,22.276669409945463,liver
367,400,259,72.0,22.46664193866097,background
310,358,237,101.0,35.84689665786984,liver
401,225,197,134.0,27.422618401604176,liver
283,350,247,185.0,10.074720839804943,liver
326,282,206,60.0,31.064449134018133,background
397,249,190,112.0,7.466592261534039,liver
370,323,250,105.0,14.465476141489432,liver
270,299,223,94.0,35.00714212842859,liver
336,350,264,105.0,19.640519341402356,liver
234,322,237,104.0,9.912113800799505,liver
354,284,240,134.0,23.82750511488771,liver
284,349,257,126.0,8.0156097709407,liver
229,208,178,237.0,135.7727881425435,background
357,418,242,57.0,18.614510468986285,background
343,247,179,94.0,41.527099585692234,background
192,389,185,39.0,5.5901699437494745,background
318,374,229,102.0,31.00403199585499,liver
306,317,247,104.0,19.761072845369505,liver
424,199,205,135.0,6.363961030678928,liver
275,315,254,127.0,20.663978319771825,liver
421,320,251,55.0,42.60281680828159,liver
332,289,228,148.0,48.913188405582396,background
368,317,220,153.0,44.97777228809804,liver
197,286,259,-903.0,13.481468762712764,background
363,194,238,114.0,20.5851888502389,liver
266,232,223,-10.0,32.56148031032987,background
342,369,254,126.0,18.83480820183736,liver
406,361,212,137.0,22.06241147291021,liver
344,285,217,101.0,23.286262044390035,liver
302,355,263,105.0,10.712142642814275,liver
232,236,253,-298.0,305.430843236239,background
263,183,243,250.0,220.5153055912446,background
336,297,260,110.0,17.89553016817328,liver
353,241,222,111.0,13.946325680981353,liver
283,368,175,10.0,48.869724779253666,background
385,312,220,120.0,24.829418035870273,liver
304,226,233,111.0,27.004629232781554,liver
242,395,253,127.0,7.211102550927978,liver
349,415,243,66.0,16.484841521834536,background
424,286,214,130.0,16.80773631397161,liver
241,391,249,111.0,24.561148181630273,liver
281,401,253,125.0,7.19374728496908,liver
192,388,228,-895.0,234.92232758935452,background
205,386,234,-956.0,17.406895185529212,background
327,350,176,34.0,13.209844813622906,background
292,306,226,151.0,22.02271554554524,liver
256,390,256,122.0,14.239030865898142,liver
282,399,218,-47.0,93.68831303850017,background
370,357,227,109.0,16.583123951777,liver
264,379,236,126.0,20.71231517720798,liver
371,335,255,112.0,9.082951062292475,liver
260,365,252,128.0,9.219544457292887,liver
306,257,241,107.0,10.476163419878482,liver
275,397,255,146.0,13.892443989449804,liver
329,313,231,111.0,16.650825805346713,liver
420,293,226,114.0,16.186414056238647,liver
425,224,230,117.0,21.266170318136737,liver
260,163,246,45.0,16.178689687363438,background
446,167,208,-950.0,37.43327396848959,background
258,368,253,134.0,11.090536506409418,liver
257,202,252,110.0,20.8746257451481,background
246,326,246,107.0,25.401771591761076,liver
370,380,247,121.0,13.228756555322953,liver
333,300,229,99.0,25.124689052802225,liver
373,312,241,101.0,14.361406616345072,liver
422,328,189,123.0,13.219304066402286,liver
363,170,181,-50.0,18.520259177452136,background
381,213,230,97.0,27.290108097990377,liver
233,383,257,125.0,11.61895003862225,liver
192,369,253,119.0,23.243278598338918,liver
414,337,250,63.0,20.024984394500787,liver
244,351,233,95.0,27.48181216732259,liver
368,195,246,96.0,19.352002480363627,liver
410,192,229,129.0,23.043437243605826,liver
298,382,249,142.0,23.30772404161333,liver
432,285,225,145.0,17.507141400011598,liver
288,351,258,130.0,14.603081866510234,liver
344,336,238,122.0,11.180339887498949,liver
301,413,247,115.0,12.767145334803704,liver
402,299,187,136.0,8.514693182963201,liver
436,258,216,130.0,10.307764064044152,liver
408,343,218,109.0,29.966648127543394,liver
326,359,249,134.0,31.941352507368876,liver
245,414,245,119.0,20.130822139197395,liver
434,293,236,131.0,21.17781858454737,liver
374,204,209,106.0,6.670832032063167,liver
387,259,264,-763.0,105.96343709034734,background
426,343,251,-889.0,19.81161275615895,background
333,302,237,125.0,23.46273641330013,liver
253,313,259,149.0,12.041594578792296,liver
256,364,244,118.0,25.441108466417102,liver
307,253,258,-828.0,95.2378601187574,background
176,402,178,-89.0,10.758717395675006,background
275,372,247,107.0,9.578622030334008,liver
346,276,236,124.0,12.489995996796797,liver
260,373,234,108.0,30.728651125618907,liver
385,377,172,60.0,13.35102992281869,background
435,300,239,97.0,23.302360395462088,liver
382,210,243,135.0,26.79085664923763,liver
423,243,203,111.0,9.886859966642595,liver
235,244,244,46.0,64.69544033392152,background
324,256,249,124.0,15.668439615992398,liver
355,228,212,116.0,9.86154146165801,liver
235,416,240,-86.0,45.12205669071391,background
289,292,252,128.0,26.457513110645905,liver
366,364,226,115.0,20.844663585675832,liver
322,373,239,110.0,17.944358444926362,liver
242,319,248,117.0,5.196152422706632,liver
382,416,203,-997.0,4.123105625617661,background
227,358,246,147.0,44.603811496328426,liver
216,302,254,101.0,6.461423991660043,liver
212,262,253,-786.0,219.98124920092621,background
327,292,253,102.0,9.513148795220223,liver
410,266,248,119.0,12.82575533838066,liver
372,364,189,-925.0,158.79625310441048,background
413,180,198,55.0,47.634021455258214,background
393,257,200,125.0,10.88577052853862,liver
255,379,237,105.0,45.23549491273418,liver
337,296,250,98.0,17.4928556845359,liver
377,184,209,81.0,58.71115737234278,liver
288,252,216,29.0,64.53293732660865,background
294,291,255,145.0,36.62990581478473,liver
401,290,233,123.0,16.28649747490233,liver
362,263,211,162.0,24.561148181630273,liver
434,233,196,110.0,25.273503912200223,background
378,267,207,174.0,24.919871588754223,liver
192,187,240,-21.0,142.75415930893223,background
372,277,213,125.0,13.057564857200596,liver
210,212,212,-88.0,20.377683872314833,background
262,350,238,105.0,18.65475810617763,liver
253,308,242,113.0,25.317977802344327,liver
356,414,223,66.0,14.274102423620198,background
418,353,228,109.0,18.083141320025124,liver
408,197,190,88.0,31.34485603731496,liver
294,368,196,40.0,20.09975124224178,background
388,209,252,-738.0,352.09373751886017,background
430,408,266,-982.0,9.810708435174291,background
188,325,229,13.0,13.152946437965905,background
372,416,244,98.0,12.589678312014172,background
259,405,251,121.0,6.96419413859206,liver
415,191,180,87.0,31.312936623702353,background
335,209,226,107.0,17.5,liver
184,336,250,112.0,14.52583904633395,liver
374,212,250,100.0,17.03672503740082,liver
330,328,195,39.0,26.301140659674818,background
284,345,207,74.0,31.072495876578696,background
352,289,246,112.0,11.379806676741042,liver
346,212,247,96.0,9.886859966642595,liver
310,408,175,-87.0,16.859715300087366,background
391,318,254,154.0,18.131464364468744,liver
346,338,238,142.0,21.324868112136123,liver
383,335,257,124.0,11.736694594305503,liver
313,252,262,-892.0,38.632887544163715,background
346,328,238,102.0,25.612496949731394,liver
393,200,229,91.0,15.058220346375597,liver
352,290,252,119.0,9.273618495495704,liver
221,332,254,165.0,28.978440261684202,liver
